service_id,date,exception_type
12,20180729,1
12,20180805,1
12,20180812,1
12,20180819,1
12,20180826,1
12,20180902,1
12,20180909,1
12,20180916,1
12,20180923,1
12,20180930,1
12,20181007,1
12,20181014,1
12,20181021,1
12,20181028,1
12,20181104,1
12,20181111,1
12,20181118,1
13,20180523,1
13,20180524,1
13,20180529,1
13,20180530,1
13,20180531,1
13,20180604,1
13,20180605,1
13,20180606,1
13,20180607,1
13,20180611,1
13,20180612,1
13,20180613,1
13,20180614,1
13,20180618,1
13,20180619,1
13,20180620,1
13,20180621,1
13,20180625,1
13,20180626,1
13,20180627,1
13,20180628,1
13,20180629,1
13,20180702,1
13,20180703,1
13,20180704,1
13,20180705,1
13,20180706,1
13,20180709,1
13,20180710,1
13,20180711,1
13,20180712,1
13,20180713,1
13,20180716,1
13,20180717,1
13,20180718,1
13,20180719,1
13,20180720,1
13,20180723,1
13,20180724,1
13,20180725,1
13,20180726,1
13,20180727,1
13,20180730,1
13,20180731,1
13,20180801,1
13,20180802,1
13,20180803,1
13,20180806,1
13,20180807,1
13,20180808,1
13,20180809,1
13,20180810,1
13,20180813,1
13,20180814,1
13,20180815,1
13,20180816,1
13,20180817,1
13,20180820,1
13,20180821,1
13,20180822,1
13,20180823,1
13,20180824,1
13,20180827,1
13,20180828,1
13,20180829,1
13,20180830,1
13,20180831,1
13,20180903,1
13,20180904,1
13,20180905,1
13,20180906,1
13,20180907,1
13,20180910,1
13,20180911,1
13,20180912,1
13,20180913,1
13,20180914,1
13,20180917,1
13,20180918,1
13,20180919,1
13,20180920,1
13,20180921,1
13,20180924,1
13,20180925,1
13,20180926,1
13,20180927,1
13,20180928,1
13,20181001,1
13,20181002,1
13,20181003,1
13,20181004,1
13,20181005,1
13,20181008,1
13,20181009,1
13,20181010,1
13,20181011,1
13,20181012,1
13,20181015,1
13,20181016,1
13,20181017,1
13,20181018,1
13,20181019,1
13,20181022,1
13,20181023,1
13,20181024,1
13,20181025,1
13,20181026,1
13,20181029,1
13,20181030,1
13,20181031,1
13,20181101,1
13,20181102,1
13,20181105,1
13,20181106,1
13,20181107,1
13,20181108,1
13,20181109,1
13,20181112,1
13,20181113,1
13,20181114,1
13,20181115,1
13,20181116,1
14,20180523,1
14,20180524,1
14,20180525,1
14,20180529,1
14,20180530,1
14,20180531,1
14,20180601,1
14,20180605,1
14,20180606,1
14,20180607,1
14,20180608,1
14,20180612,1
14,20180613,1
14,20180614,1
14,20180615,1
14,20180619,1
14,20180620,1
14,20180621,1
14,20180622,1
14,20180626,1
14,20180627,1
14,20180628,1
14,20180629,1
14,20180703,1
14,20180704,1
14,20180705,1
14,20180706,1
14,20180710,1
14,20180711,1
14,20180712,1
14,20180713,1
14,20180717,1
14,20180718,1
14,20180719,1
14,20180720,1
14,20180724,1
14,20180725,1
14,20180726,1
14,20180727,1
14,20180731,1
14,20180801,1
14,20180802,1
14,20180803,1
14,20180807,1
14,20180808,1
14,20180809,1
14,20180810,1
14,20180814,1
14,20180815,1
14,20180816,1
14,20180817,1
14,20180821,1
14,20180822,1
14,20180823,1
14,20180824,1
14,20180828,1
14,20180829,1
14,20180830,1
14,20180831,1
14,20180904,1
14,20180905,1
14,20180906,1
14,20180907,1
14,20180911,1
14,20180912,1
14,20180913,1
14,20180914,1
14,20180918,1
14,20180919,1
14,20180920,1
14,20180921,1
14,20180925,1
14,20180926,1
14,20180927,1
14,20180928,1
14,20181002,1
14,20181003,1
14,20181004,1
14,20181005,1
14,20181009,1
14,20181010,1
14,20181011,1
14,20181012,1
14,20181016,1
14,20181017,1
14,20181018,1
14,20181019,1
14,20181023,1
14,20181024,1
14,20181025,1
14,20181026,1
14,20181030,1
14,20181031,1
14,20181101,1
14,20181102,1
14,20181106,1
14,20181107,1
14,20181108,1
14,20181109,1
14,20181113,1
14,20181114,1
14,20181115,1
14,20181116,1
15,20180601,1
15,20180608,1
15,20180615,1
15,20180622,1
15,20180629,1
15,20180706,1
15,20180713,1
15,20180720,1
15,20180727,1
15,20180803,1
15,20180810,1
15,20180817,1
15,20180824,1
15,20180831,1
15,20180907,1
15,20180914,1
15,20180921,1
15,20180928,1
15,20181005,1
15,20181012,1
15,20181019,1
15,20181026,1
15,20181102,1
15,20181109,1
15,20181116,1
16,20180523,1
16,20180524,1
16,20180529,1
16,20180530,1
16,20180531,1
16,20180604,1
16,20180605,1
16,20180606,1
16,20180607,1
16,20180611,1
16,20180612,1
16,20180613,1
16,20180614,1
16,20180618,1
16,20180619,1
16,20180620,1
16,20180621,1
16,20180625,1
16,20180626,1
16,20180627,1
16,20180628,1
16,20180702,1
16,20180703,1
16,20180704,1
16,20180705,1
16,20180709,1
16,20180710,1
16,20180711,1
16,20180712,1
16,20180716,1
16,20180717,1
16,20180718,1
16,20180719,1
16,20180723,1
16,20180724,1
16,20180725,1
16,20180726,1
16,20180730,1
16,20180731,1
16,20180801,1
16,20180802,1
16,20180806,1
16,20180807,1
16,20180808,1
16,20180809,1
16,20180813,1
16,20180814,1
16,20180815,1
16,20180816,1
16,20180820,1
16,20180821,1
16,20180822,1
16,20180823,1
16,20180827,1
16,20180828,1
16,20180829,1
16,20180830,1
16,20180903,1
16,20180904,1
16,20180905,1
16,20180906,1
16,20180910,1
16,20180911,1
16,20180912,1
16,20180913,1
16,20180917,1
16,20180918,1
16,20180919,1
16,20180920,1
16,20180924,1
16,20180925,1
16,20180926,1
16,20180927,1
16,20181001,1
16,20181002,1
16,20181003,1
16,20181004,1
16,20181008,1
16,20181009,1
16,20181010,1
16,20181011,1
16,20181015,1
16,20181016,1
16,20181017,1
16,20181018,1
16,20181022,1
16,20181023,1
16,20181024,1
16,20181025,1
16,20181029,1
16,20181030,1
16,20181031,1
16,20181101,1
16,20181105,1
16,20181106,1
16,20181107,1
16,20181108,1
16,20181112,1
16,20181113,1
16,20181114,1
16,20181115,1
17,20180523,1
17,20180530,1
17,20180606,1
17,20180613,1
17,20180620,1
17,20180627,1
17,20180704,1
17,20180711,1
17,20180718,1
17,20180725,1
17,20180801,1
17,20180808,1
17,20180815,1
17,20180822,1
17,20180829,1
17,20180905,1
17,20180912,1
17,20180919,1
17,20180926,1
17,20181003,1
17,20181010,1
17,20181017,1
17,20181024,1
17,20181031,1
17,20181107,1
17,20181114,1
18,20180524,1
18,20180529,1
18,20180531,1
18,20180601,1
18,20180604,1
18,20180605,1
18,20180607,1
18,20180608,1
18,20180611,1
18,20180612,1
18,20180614,1
18,20180615,1
18,20180618,1
18,20180619,1
18,20180621,1
18,20180622,1
18,20180625,1
18,20180626,1
18,20180628,1
18,20180629,1
18,20180702,1
18,20180703,1
18,20180705,1
18,20180706,1
18,20180709,1
18,20180710,1
18,20180712,1
18,20180713,1
18,20180716,1
18,20180717,1
18,20180719,1
18,20180720,1
18,20180723,1
18,20180724,1
18,20180726,1
18,20180727,1
18,20180730,1
18,20180731,1
18,20180802,1
18,20180803,1
18,20180806,1
18,20180807,1
18,20180809,1
18,20180810,1
18,20180813,1
18,20180814,1
18,20180816,1
18,20180817,1
18,20180820,1
18,20180821,1
18,20180823,1
18,20180824,1
18,20180827,1
18,20180828,1
18,20180830,1
18,20180831,1
18,20180903,1
18,20180904,1
18,20180906,1
18,20180907,1
18,20180910,1
18,20180911,1
18,20180913,1
18,20180914,1
18,20180917,1
18,20180918,1
18,20180920,1
18,20180921,1
18,20180924,1
18,20180925,1
18,20180927,1
18,20180928,1
18,20181001,1
18,20181002,1
18,20181004,1
18,20181005,1
18,20181008,1
18,20181009,1
18,20181011,1
18,20181012,1
18,20181015,1
18,20181016,1
18,20181018,1
18,20181019,1
18,20181022,1
18,20181023,1
18,20181025,1
18,20181026,1
18,20181029,1
18,20181030,1
18,20181101,1
18,20181102,1
18,20181105,1
18,20181106,1
18,20181108,1
18,20181109,1
18,20181112,1
18,20181113,1
18,20181115,1
18,20181116,1
19,20180527,1
19,20180603,1
19,20180617,1
19,20180624,1
19,20180701,1
19,20180708,1
19,20180715,1
19,20180722,1
19,20180729,1
19,20180805,1
19,20180812,1
19,20180819,1
19,20180826,1
19,20180902,1
19,20180909,1
19,20180916,1
19,20180923,1
19,20180930,1
19,20181007,1
19,20181014,1
19,20181021,1
19,20181028,1
19,20181104,1
19,20181111,1
19,20181118,1
20,20180629,1
20,20180706,1
20,20180713,1
20,20180720,1
20,20180727,1
20,20180803,1
20,20180810,1
20,20180817,1
20,20180824,1
20,20180831,1
20,20180907,1
20,20180914,1
20,20180921,1
20,20180928,1
20,20181005,1
20,20181012,1
20,20181019,1
20,20181026,1
20,20181102,1
20,20181109,1
20,20181116,1
21,20180523,1
21,20180524,1
21,20180525,1
21,20180528,1
21,20180529,1
21,20180530,1
21,20180531,1
21,20180601,1
21,20180604,1
21,20180605,1
21,20180606,1
21,20180607,1
21,20180608,1
21,20180611,1
21,20180612,1
21,20180613,1
21,20180614,1
21,20180615,1
21,20180618,1
21,20180619,1
21,20180620,1
21,20180621,1
21,20180622,1
21,20180625,1
21,20180626,1
21,20180627,1
21,20180628,1
21,20180629,1
21,20180702,1
21,20180703,1
21,20180704,1
21,20180705,1
21,20180706,1
21,20180709,1
21,20180710,1
21,20180711,1
21,20180712,1
21,20180713,1
21,20180716,1
21,20180717,1
21,20180718,1
21,20180719,1
21,20180720,1
21,20180723,1
21,20180724,1
21,20180725,1
21,20180726,1
21,20180727,1
21,20180730,1
21,20180731,1
21,20180801,1
21,20180802,1
21,20180803,1
21,20180806,1
21,20180807,1
21,20180808,1
21,20180809,1
21,20180810,1
21,20180813,1
21,20180814,1
21,20180815,1
21,20180816,1
21,20180817,1
21,20180820,1
21,20180821,1
21,20180822,1
21,20180823,1
21,20180824,1
21,20180827,1
21,20180828,1
21,20180829,1
21,20180830,1
21,20180831,1
21,20180903,1
21,20180904,1
21,20180905,1
21,20180906,1
21,20180907,1
21,20180910,1
21,20180911,1
21,20180912,1
21,20180913,1
21,20180914,1
21,20180917,1
21,20180918,1
21,20180919,1
21,20180920,1
21,20180921,1
21,20180924,1
21,20180925,1
21,20180926,1
21,20180927,1
21,20180928,1
21,20181001,1
21,20181002,1
21,20181003,1
21,20181004,1
21,20181005,1
21,20181008,1
21,20181009,1
21,20181010,1
21,20181011,1
21,20181012,1
21,20181015,1
21,20181016,1
21,20181017,1
21,20181018,1
21,20181019,1
21,20181022,1
21,20181023,1
21,20181024,1
21,20181025,1
21,20181026,1
21,20181029,1
21,20181030,1
21,20181031,1
21,20181101,1
21,20181102,1
21,20181105,1
21,20181106,1
21,20181107,1
21,20181108,1
21,20181109,1
21,20181112,1
21,20181113,1
21,20181114,1
21,20181115,1
21,20181116,1
22,20180531,1
23,20180528,1
23,20180602,1
23,20180603,1
23,20180609,1
23,20180610,1
23,20180615,1
23,20180616,1
23,20180617,1
24,20180901,1
24,20180908,1
24,20180915,1
24,20180922,1
24,20180929,1
24,20181006,1
24,20181013,1
24,20181020,1
24,20181027,1
24,20181103,1
24,20181110,1
24,20181117,1
25,20180525,1
25,20180526,1
25,20180527,1
25,20180622,1
25,20180623,1
25,20180624,1
25,20180625,1
25,20180626,1
25,20180627,1
25,20180628,1
25,20180629,1
25,20180630,1
26,20180902,1
26,20180909,1
26,20180916,1
26,20180923,1
26,20180930,1
26,20181007,1
26,20181014,1
26,20181021,1
26,20181028,1
26,20181104,1
26,20181111,1
26,20181118,1
27,20180524,1
27,20180529,1
27,20180530,1
27,20180601,1
27,20180604,1
27,20180605,1
27,20180606,1
27,20180607,1
27,20180608,1
27,20180611,1
27,20180612,1
27,20180613,1
27,20180614,1
27,20180618,1
27,20180619,1
27,20180620,1
27,20180621,1
28,20180525,1
28,20180601,1
28,20180608,1
28,20180615,1
28,20180622,1
28,20180629,1
28,20180706,1
28,20180713,1
28,20180720,1
28,20180727,1
28,20180803,1
28,20180810,1
28,20180817,1
28,20180824,1
28,20180831,1
28,20180907,1
28,20180914,1
28,20180921,1
28,20180928,1
28,20181005,1
28,20181012,1
28,20181019,1
28,20181026,1
28,20181102,1
28,20181109,1
28,20181116,1
29,20180523,1
29,20180524,1
29,20180528,1
29,20180529,1
29,20180530,1
29,20180531,1
29,20180604,1
29,20180605,1
29,20180606,1
29,20180607,1
29,20180611,1
29,20180612,1
29,20180613,1
29,20180614,1
29,20180618,1
29,20180619,1
29,20180620,1
29,20180621,1
29,20180625,1
29,20180626,1
29,20180627,1
29,20180628,1
29,20180702,1
29,20180703,1
29,20180704,1
29,20180705,1
29,20180709,1
29,20180710,1
29,20180711,1
29,20180712,1
29,20180716,1
29,20180717,1
29,20180718,1
29,20180719,1
29,20180723,1
29,20180724,1
29,20180725,1
29,20180726,1
29,20180730,1
29,20180731,1
29,20180801,1
29,20180802,1
29,20180806,1
29,20180807,1
29,20180808,1
29,20180809,1
29,20180813,1
29,20180814,1
29,20180815,1
29,20180816,1
29,20180820,1
29,20180821,1
29,20180822,1
29,20180823,1
29,20180827,1
29,20180828,1
29,20180829,1
29,20180830,1
29,20180903,1
29,20180904,1
29,20180905,1
29,20180906,1
29,20180910,1
29,20180911,1
29,20180912,1
29,20180913,1
29,20180917,1
29,20180918,1
29,20180919,1
29,20180920,1
29,20180924,1
29,20180925,1
29,20180926,1
29,20180927,1
29,20181001,1
29,20181002,1
29,20181003,1
29,20181004,1
29,20181008,1
29,20181009,1
29,20181010,1
29,20181011,1
29,20181015,1
29,20181016,1
29,20181017,1
29,20181018,1
29,20181022,1
29,20181023,1
29,20181024,1
29,20181025,1
29,20181029,1
29,20181030,1
29,20181031,1
29,20181101,1
29,20181105,1
29,20181106,1
29,20181107,1
29,20181108,1
29,20181112,1
29,20181113,1
29,20181114,1
29,20181115,1
